PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,11.300418,Gene:mmu:14080,t-test,0.0,0.0,552.3694
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,9.6164665,Gene:mmu:11807,t-test,0.0,0.0,495.6357
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,11.357624,Gene:mmu:13112,t-test,0.0,0.0,482.53223
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,9.136571,Gene:mmu:11806,t-test,0.0,0.0,478.79123
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,9.371294,Gene:mmu:11814,t-test,0.0,0.0,430.24463
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,10.377372,Gene:mmu:17842,t-test,0.0,0.0,405.3142
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,7.8257904,Gene:mmu:20249,t-test,0.0,0.0,391.36728
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,8.139028,Gene:mmu:381530,t-test,0.0,0.0,381.87665
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,9.351235,Gene:mmu:20714,t-test,0.0,0.0,353.3916
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,8.057758,Gene:mmu:11425,t-test,0.0,0.0,317.34424
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,10.2619,Gene:mmu:18405,t-test,0.0,0.0,299.3678
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,7.849737,Gene:mmu:20704,t-test,0.0,0.0,296.09875
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,9.550984,Gene:mmu:66107,t-test,0.0,0.0,258.29764
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,7.1444383,Gene:mmu:11657,t-test,0.0,0.0,257.26
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,8.804242,Gene:mmu:101056014,t-test,0.0,0.0,242.54857
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,5.926508,Gene:mmu:19662,t-test,0.0,0.0,242.50775
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,5.404112,Gene:mmu:11812,t-test,0.0,0.0,223.45412
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,6.0889378,Gene:mmu:102436,t-test,0.0,0.0,219.81407
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,7.3370314,Gene:mmu:12116,t-test,0.0,0.0,201.57455
PRO000000314,EPT000000336,SCT000000297,rank_genes_groups_annotation_au_celltype=all_t-test,-,5.4910207,Gene:mmu:238055,t-test,0.0,0.0,201.18083
